segment_id,zone,latitude,longitude,line_age_years,conductor_material,span_length_m,visual_condition_score,vegetation_proximity_score,past_fault_count,months_since_last_inspection,average_load_percentage,overload_hours_last_month,max_wind_speed_kmph,heavy_rainfall_days,failure_within_30_days,risk_score,risk_level,recommendation,priority_rank
LT-0917,North,13.096982,80.191039,28,ACSR,45.0,9,0,0,22,101.0,21.8,51.3,8,0,74.5,High,Inspect within 7 days,187
LT-0752,South,12.751684,80.031769,9,ACSR,35.1,1,8,4,26,90.1,32.1,87.0,1,0,74.5,High,Inspect within 7 days,188
LT-0388,Central,12.884818,80.123297,21,ACSR,30.3,8,7,0,29,98.0,59.1,36.4,4,0,74.2,High,Inspect within 7 days,189
LT-1120,Central,12.863723,80.093372,35,AAC,33.8,8,6,1,30,57.6,8.1,40.6,3,0,74.2,High,Inspect within 7 days,190
LT-1401,East,12.920778,80.135625,24,AAC,31.9,5,5,0,29,107.5,17.2,75.8,5,1,74.0,High,Inspect within 7 days,191
LT-0633,North,13.078425,80.234259,32,AAC,33.1,7,0,0,32,85.1,15.8,43.6,6,0,74.0,High,Inspect within 7 days,192
LT-0172,East,12.960318,80.219873,31,AAC,50.8,4,8,3,15,57.7,11.4,51.8,5,0,73.9,High,Inspect within 7 days,193
LT-1161,North,13.144083,80.14747,30,ACSR,36.0,5,7,1,4,84.7,26.7,88.7,2,1,73.8,High,Inspect within 7 days,194
LT-0393,West,12.944458,79.928597,30,AAC,49.6,6,10,1,27,48.9,17.2,51.0,4,1,73.8,High,Inspect within 7 days,195
LT-1065,South,12.730462,80.018533,35,ACSR,39.5,1,3,1,26,71.8,16.0,44.8,9,0,73.7,High,Inspect within 7 days,196
LT-1158,North,13.092508,80.139577,6,AAC,25.6,9,4,1,33,99.2,37.0,62.1,5,0,73.7,High,Inspect within 7 days,197
LT-0959,East,12.932364,80.243412,6,Copper,30.8,2,10,2,36,120.9,52.0,42.7,8,0,73.7,High,Inspect within 7 days,198
LT-0115,North,13.060337,80.178434,24,AAC,34.5,1,4,1,30,70.2,31.1,72.0,5,1,73.7,High,Inspect within 7 days,199
LT-0292,North,13.083579,80.190323,11,AAC,32.9,10,9,0,20,92.4,9.9,76.3,6,0,73.7,High,Inspect within 7 days,200
LT-0130,West,12.902775,79.887555,24,ACSR,42.6,9,2,0,35,127.4,23.9,49.0,6,0,73.7,High,Inspect within 7 days,201
LT-1554,South,12.702284,80.01342,31,AAC,28.7,4,5,1,33,70.6,10.4,47.0,5,0,73.7,High,Inspect within 7 days,202
LT-0757,South,12.748171,80.028608,11,AAC,49.1,8,3,0,18,103.7,94.4,62.5,6,0,73.6,High,Inspect within 7 days,203
LT-1510,West,12.84377,79.855831,30,AAC,24.4,4,2,3,1,95.0,38.3,61.7,8,1,73.6,High,Inspect within 7 days,204
LT-1315,North,13.087271,80.166312,27,AAC,28.7,7,0,2,12,103.0,80.2,50.3,1,0,73.5,High,Inspect within 7 days,205
LT-0453,West,12.924803,79.97082,20,AAC,49.6,9,7,2,17,111.4,84.4,28.6,2,0,73.5,High,Inspect within 7 days,206
LT-0394,West,12.937777,79.904555,31,ACSR,27.1,1,3,2,34,66.8,7.0,70.0,4,0,73.5,High,Inspect within 7 days,207
LT-1154,North,13.063025,80.174926,23,ACSR,38.7,5,10,4,15,83.1,7.9,47.0,3,1,73.5,High,Inspect within 7 days,208
LT-0635,North,13.104709,80.188768,28,AAC,24.0,1,8,3,21,89.2,6.8,66.3,0,1,73.5,High,Inspect within 7 days,209
LT-1013,East,12.956946,80.225607,23,AAC,36.0,9,10,1,3,72.3,74.9,66.8,1,1,73.4,High,Inspect within 7 days,210
LT-0839,East,12.901205,80.21876,28,ACSR,17.2,1,5,1,25,124.9,29.8,63.6,4,0,73.3,High,Inspect within 7 days,211
LT-1184,North,13.137493,80.150526,19,ACSR,29.9,9,6,1,29,101.8,34.4,38.8,3,1,73.3,High,Inspect within 7 days,212
LT-0042,Central,12.890279,80.017877,31,AAC,38.0,5,10,0,35,75.3,10.7,52.4,2,1,73.2,High,Inspect within 7 days,213
LT-0564,West,12.954681,79.907404,15,ACSR,44.4,7,7,0,36,87.2,30.3,50.7,8,1,73.2,High,Inspect within 7 days,214
LT-1414,Central,12.947247,80.073766,30,Copper,41.5,7,10,0,16,84.3,65.6,54.5,2,1,73.2,High,Inspect within 7 days,215
LT-0257,Central,12.909643,80.071407,28,AAC,37.2,8,7,1,13,84.1,23.4,69.8,2,0,73.1,High,Inspect within 7 days,216
LT-0641,West,12.933585,79.872621,22,AAC,36.8,5,9,2,12,102.8,57.9,48.0,4,0,73.1,High,Inspect within 7 days,217
LT-0250,East,12.926703,80.180888,16,ACSR,37.0,10,8,2,31,57.1,2.0,66.0,4,0,72.9,High,Inspect within 7 days,218
LT-1187,South,12.709731,80.017257,23,ACSR,34.4,6,10,2,17,85.3,8.8,41.8,7,0,72.9,High,Inspect within 7 days,219
LT-1334,Central,12.953336,80.099578,29,ACSR,29.9,9,2,1,35,64.6,10.8,45.9,3,0,72.9,High,Inspect within 7 days,220
LT-0733,North,13.079921,80.174485,24,AAC,38.9,9,8,0,24,88.7,23.0,29.0,7,0,72.9,High,Inspect within 7 days,221
LT-0993,West,12.966242,79.901332,32,AAC,15.0,4,6,0,2,76.0,33.0,77.2,7,0,72.9,High,Inspect within 7 days,222
LT-0844,East,12.910968,80.208303,31,AAC,49.3,10,3,1,25,65.3,23.9,46.5,5,1,72.8,High,Inspect within 7 days,223
LT-0799,West,12.926699,79.903726,25,ACSR,21.4,10,7,1,34,92.0,18.6,32.0,3,1,72.8,High,Inspect within 7 days,224
LT-0365,West,12.941548,79.918936,34,ACSR,27.4,6,9,2,5,74.4,38.6,56.0,2,1,72.8,High,Inspect within 7 days,225
LT-0419,South,12.721809,80.030364,20,ACSR,45.1,5,10,0,30,100.8,45.4,62.8,2,0,72.7,High,Inspect within 7 days,226
LT-0657,Central,12.859553,80.075342,23,ACSR,33.7,4,10,1,24,100.1,70.7,32.7,3,0,72.7,High,Inspect within 7 days,227
LT-1420,Central,12.940208,80.085186,18,ACSR,19.7,6,7,1,28,89.8,34.3,36.6,6,0,72.6,High,Inspect within 7 days,228
LT-1282,East,12.90078,80.252015,3,ACSR,33.0,8,5,4,31,106.7,39.3,37.5,6,1,72.5,High,Inspect within 7 days,229
LT-1235,South,12.776959,79.911133,27,ACSR,32.7,9,7,1,17,71.1,20.8,43.7,6,0,72.5,High,Inspect within 7 days,230
LT-1757,North,13.11765,80.153795,33,AAC,18.6,10,5,2,29,45.3,5.2,29.6,1,0,72.5,High,Inspect within 7 days,231
LT-1412,Central,12.87788,80.06836,22,ACSR,43.8,8,2,4,26,71.1,10.2,48.9,4,1,72.4,High,Inspect within 7 days,232
LT-0052,North,13.081389,80.187528,21,AAC,36.3,7,10,3,15,94.1,9.4,43.1,3,1,72.4,High,Inspect within 7 days,233
LT-0445,South,12.71381,80.051333,29,ACSR,38.1,8,0,1,26,89.4,9.1,69.9,4,0,72.3,High,Inspect within 7 days,234
LT-0022,South,12.68075,80.039515,31,ACSR,18.0,8,8,2,9,86.3,30.6,52.8,1,0,72.3,High,Inspect within 7 days,235
LT-1434,North,13.030228,80.105387,18,ACSR,42.5,4,7,1,33,103.4,35.3,46.8,6,0,72.2,High,Inspect within 7 days,236
LT-0618,South,12.707586,79.982518,5,Copper,21.6,9,8,0,30,104.3,74.8,51.7,7,1,72.2,High,Inspect within 7 days,237
LT-0611,East,12.916427,80.174151,35,ACSR,39.0,8,1,1,23,89.9,25.4,60.0,3,0,72.2,High,Inspect within 7 days,238
LT-1410,West,12.909338,79.915669,22,AAC,34.8,10,3,2,7,95.7,71.2,69.9,1,1,72.1,High,Inspect within 7 days,239
LT-0982,Central,12.996039,80.04127,34,AAC,21.7,8,0,1,12,94.3,7.2,69.3,3,1,72.1,High,Inspect within 7 days,240
LT-1000,South,12.742357,80.03259,12,AAC,24.0,10,7,1,12,81.3,53.5,60.9,5,1,71.9,High,Inspect within 7 days,241
LT-1174,West,12.913886,79.924538,33,AAC,32.1,10,0,0,17,59.2,55.8,42.6,7,0,71.8,High,Inspect within 7 days,242
LT-1152,Central,12.868031,80.051764,32,Copper,44.6,3,0,3,3,58.6,73.2,74.4,6,0,71.8,High,Inspect within 7 days,243
LT-0162,Central,12.898895,80.095935,33,ACSR,33.2,8,0,1,30,63.6,19.9,42.4,5,0,71.8,High,Inspect within 7 days,244
LT-0528,Central,12.92605,80.115917,34,ACSR,35.0,2,0,3,36,59.1,25.8,34.8,3,1,71.7,High,Inspect within 7 days,245
LT-1728,Central,12.940602,80.090445,26,AAC,34.1,9,7,1,13,103.9,23.1,56.1,2,0,71.7,High,Inspect within 7 days,246
LT-0909,South,12.724158,80.038847,23,ACSR,33.9,9,8,3,11,84.7,30.7,33.4,4,0,71.6,High,Inspect within 7 days,247
LT-0153,North,13.095241,80.150261,10,AAC,39.8,9,1,3,31,82.0,58.3,36.4,4,1,71.4,High,Inspect within 7 days,248
LT-1696,East,12.99793,80.269834,34,Copper,17.9,7,0,1,30,75.2,60.2,47.1,1,0,71.4,High,Inspect within 7 days,249
LT-0167,Central,12.949515,80.111893,31,Copper,33.1,9,8,1,31,99.6,26.4,20.7,2,1,71.4,High,Inspect within 7 days,250
LT-0691,South,12.703967,80.037528,19,ACSR,36.5,9,9,0,35,83.5,20.8,53.7,3,1,71.3,High,Inspect within 7 days,251
LT-0743,Central,12.953116,80.073413,22,AAC,37.8,6,9,0,30,114.8,40.8,39.4,2,0,71.2,High,Inspect within 7 days,252
LT-0753,South,12.709251,79.936768,17,AAC,19.7,5,7,4,4,76.6,33.0,68.9,4,0,71.2,High,Inspect within 7 days,253
LT-1139,North,13.037636,80.172635,27,ACSR,41.0,7,9,0,18,97.3,45.2,50.5,3,1,71.1,High,Inspect within 7 days,254
LT-0709,East,12.902907,80.193284,31,ACSR,47.0,9,9,1,8,96.6,76.1,40.0,1,1,71.0,High,Inspect within 7 days,255
LT-0929,West,12.944941,79.907564,19,AAC,32.8,9,8,0,26,99.4,74.7,19.4,5,0,71.0,High,Inspect within 7 days,256
LT-1124,North,13.090695,80.216494,14,ACSR,32.0,6,1,1,32,102.1,29.9,55.0,7,0,71.0,High,Inspect within 7 days,257
LT-0658,South,12.758849,80.015797,24,AAC,40.6,9,5,0,23,120.2,58.8,39.4,2,0,71.0,High,Inspect within 7 days,258
LT-0818,East,12.927437,80.240648,19,AAC,32.4,7,10,2,4,74.7,63.7,73.4,1,0,71.0,High,Inspect within 7 days,259
LT-0761,West,12.99026,79.911027,35,Copper,16.8,10,4,1,14,101.5,43.2,17.8,6,0,70.9,High,Inspect within 7 days,260
LT-1150,Central,12.949991,80.094777,29,AAC,16.5,5,3,0,29,71.4,14.0,41.9,7,0,70.8,High,Inspect within 7 days,261
LT-1017,West,12.934268,79.945319,24,ACSR,39.8,7,7,4,18,64.3,3.7,41.6,5,0,70.8,High,Inspect within 7 days,262
LT-1455,South,12.717847,79.975517,18,ACSR,48.1,8,3,1,35,80.1,22.5,75.5,3,0,70.7,High,Inspect within 7 days,263
LT-0765,Central,12.97238,80.083505,13,ACSR,43.6,10,8,3,13,63.1,12.5,45.9,7,0,70.5,High,Inspect within 7 days,264
LT-1545,East,13.002163,80.266217,35,AAC,33.2,10,6,2,16,59.6,2.2,19.7,5,0,70.5,High,Inspect within 7 days,265
LT-1527,South,12.765658,80.012271,23,Copper,41.3,10,1,4,35,43.6,41.5,38.0,1,1,70.5,High,Inspect within 7 days,266
LT-0527,Central,12.919694,80.067029,33,ACSR,15.1,7,5,0,15,77.2,43.8,44.9,4,0,70.4,High,Inspect within 7 days,267
LT-1096,East,12.977896,80.224939,16,Copper,38.4,4,8,1,36,108.7,39.6,45.4,6,0,70.4,High,Inspect within 7 days,268
LT-1352,Central,12.864727,80.062045,33,AAC,36.6,5,4,0,36,61.4,46.4,31.6,4,0,70.3,High,Inspect within 7 days,269
LT-0225,South,12.700384,79.955165,24,AAC,22.1,7,9,3,21,70.6,20.8,36.9,2,1,70.2,High,Inspect within 7 days,270
LT-0726,North,13.08761,80.187925,33,AAC,47.4,9,0,4,11,76.4,17.8,40.4,2,1,70.1,High,Inspect within 7 days,271
LT-0897,South,12.691062,80.034215,30,ACSR,33.4,7,6,0,8,107.7,76.3,47.5,3,0,70.1,High,Inspect within 7 days,272
LT-0758,Central,12.914331,80.078996,23,ACSR,38.7,9,7,0,20,103.0,55.4,36.9,4,0,70.1,High,Inspect within 7 days,273
LT-0854,Central,12.851619,80.129992,34,ACSR,43.0,1,0,2,35,97.7,24.2,49.0,3,0,70.0,High,Inspect within 7 days,274
LT-0033,South,12.755543,80.000855,30,AAC,42.5,10,6,2,6,51.8,4.5,63.6,4,0,69.9,High,Inspect within 7 days,275
LT-1486,North,13.089084,80.173163,17,ACSR,32.3,9,4,1,19,97.7,39.4,72.8,2,0,69.8,High,Inspect within 7 days,276
LT-0430,Central,12.905737,80.040661,30,AAC,39.2,3,10,1,24,92.4,9.5,36.5,5,1,69.8,High,Inspect within 7 days,277
LT-0547,South,12.704786,80.084764,27,AAC,38.3,9,3,1,4,100.9,79.6,58.5,1,0,69.7,High,Inspect within 7 days,278
LT-0789,West,12.922951,79.942546,1,ACSR,38.0,7,10,2,35,52.8,37.3,56.7,7,1,69.7,High,Inspect within 7 days,279
LT-1113,West,12.960028,79.902455,15,AAC,27.4,4,10,1,35,89.7,8.7,74.1,2,0,69.5,High,Inspect within 7 days,280
LT-0327,Central,12.915546,80.123252,29,AAC,39.8,4,1,0,29,68.9,14.1,75.7,5,0,69.5,High,Inspect within 7 days,281
LT-1564,Central,12.853781,80.085993,30,AAC,30.3,6,2,2,11,57.2,22.5,61.9,6,0,69.4,High,Inspect within 7 days,282
LT-0305,Central,12.970283,80.104994,18,ACSR,41.1,10,4,0,11,108.2,61.7,55.2,5,0,69.4,High,Inspect within 7 days,283
LT-1615,Central,12.85623,80.076779,32,AAC,44.6,10,5,3,5,92.5,31.0,36.8,2,0,69.4,High,Inspect within 7 days,284
LT-1080,South,12.739402,79.909972,31,Copper,25.9,4,5,3,26,60.9,4.9,42.8,6,0,69.3,High,Inspect within 7 days,285
LT-1537,West,12.959388,79.929959,17,ACSR,34.2,9,4,1,34,87.3,23.7,55.0,4,0,69.3,High,Inspect within 7 days,286
LT-0333,West,12.956374,79.904595,35,ACSR,16.4,10,5,0,24,85.4,15.5,43.7,2,0,69.2,High,Inspect within 7 days,287
LT-0188,North,13.066711,80.257989,24,ACSR,33.4,1,10,0,36,76.8,10.3,64.6,3,0,69.2,High,Inspect within 7 days,288
LT-0945,East,12.891078,80.247996,29,AAC,51.1,7,9,3,12,68.2,25.4,41.4,3,0,69.2,High,Inspect within 7 days,289
LT-0735,North,13.055438,80.104915,30,AAC,44.6,8,10,1,23,86.8,15.0,15.7,5,1,69.2,High,Inspect within 7 days,290
LT-1719,West,12.961376,79.865394,12,ACSR,28.0,10,8,1,31,87.9,12.9,48.1,6,0,69.1,High,Inspect within 7 days,291
LT-1689,West,12.928488,79.934919,10,AAC,21.3,8,5,2,28,58.2,29.5,46.1,8,0,69.0,High,Inspect within 7 days,292
LT-0593,South,12.746231,79.959334,14,ACSR,25.1,2,10,1,36,87.6,14.8,52.8,6,0,69.0,High,Inspect within 7 days,293
LT-1614,South,12.711069,80.045424,26,ACSR,36.1,6,7,1,30,98.3,49.5,33.9,1,0,68.9,High,Inspect within 7 days,294
LT-1559,West,12.97021,79.950492,16,ACSR,26.8,1,10,2,5,103.6,86.6,56.6,4,1,68.9,High,Inspect within 7 days,295
LT-1018,Central,12.895035,80.116557,34,AAC,28.7,6,9,1,23,67.7,16.1,27.2,3,0,68.9,High,Inspect within 7 days,296
LT-1543,South,12.725304,79.984227,21,AAC,24.7,10,1,2,25,79.1,30.9,42.3,4,0,68.8,High,Inspect within 7 days,297
LT-1626,West,13.005743,79.927889,29,ACSR,54.5,7,1,1,28,86.3,33.9,48.8,4,1,68.7,High,Inspect within 7 days,298
LT-1128,West,12.939933,79.907281,4,ACSR,15.0,5,3,4,35,107.7,58.2,21.7,6,0,68.7,High,Inspect within 7 days,299
LT-1073,East,13.017287,80.173833,17,ACSR,39.3,6,6,1,30,67.4,11.2,59.0,7,0,68.6,High,Inspect within 7 days,300
LT-0471,East,12.950275,80.232215,35,AAC,29.7,1,9,1,3,73.5,17.1,73.1,5,1,68.5,High,Inspect within 7 days,301
LT-0829,Central,12.944802,80.066685,16,ACSR,33.3,6,6,2,26,88.2,3.5,66.1,4,0,68.4,High,Inspect within 7 days,302
LT-0931,South,12.711608,79.983235,27,AAC,40.6,2,3,0,29,75.2,50.6,68.2,4,0,68.3,High,Inspect within 7 days,303
LT-1586,Central,12.969064,80.063035,8,AAC,41.7,8,3,2,24,94.7,29.2,52.7,7,0,68.2,High,Inspect within 7 days,304
LT-0978,East,12.929103,80.20973,19,ACSR,32.0,8,2,0,28,96.4,92.4,38.3,4,0,68.1,High,Inspect within 7 days,305
LT-0762,North,13.099433,80.126831,24,ACSR,35.0,2,10,2,17,41.6,18.3,75.5,3,0,68.1,High,Inspect within 7 days,306
LT-0201,West,12.897906,79.885485,26,ACSR,41.0,6,4,3,33,95.8,49.9,31.3,0,1,68.0,High,Inspect within 7 days,307
LT-0434,Central,12.935413,80.08992,29,AAC,46.9,2,9,2,12,105.3,32.6,30.1,5,0,68.0,High,Inspect within 7 days,308
LT-1357,East,12.957284,80.171909,33,ACSR,27.3,2,8,2,7,71.8,18.8,66.9,4,0,67.9,High,Inspect within 7 days,309
LT-1374,Central,12.933395,80.103927,35,AAC,28.4,6,4,1,12,73.3,8.6,49.5,5,1,67.8,High,Inspect within 7 days,310
LT-1682,Central,12.900057,80.054231,21,AAC,18.0,8,5,1,17,53.9,15.1,64.0,6,1,67.8,High,Inspect within 7 days,311
LT-0064,West,12.866231,79.94149,35,ACSR,40.6,7,3,1,23,87.2,43.9,46.5,2,0,67.8,High,Inspect within 7 days,312
LT-0409,North,13.123652,80.131855,34,ACSR,23.6,5,5,1,23,72.8,4.2,48.8,3,0,67.7,High,Inspect within 7 days,313
LT-0629,East,12.908507,80.223452,19,AAC,35.6,7,2,1,32,98.9,53.1,57.1,2,0,67.6,High,Inspect within 7 days,314
LT-0894,North,13.042991,80.133098,35,ACSR,50.7,2,8,1,7,96.3,63.4,53.5,2,1,67.5,High,Inspect within 7 days,315
LT-0439,West,12.875029,79.906242,34,ACSR,52.2,10,8,1,17,51.6,36.8,41.1,3,0,67.4,High,Inspect within 7 days,316
LT-1421,West,12.946199,79.949658,27,AAC,24.6,6,0,1,6,76.1,14.0,82.3,8,1,67.3,High,Inspect within 7 days,317
LT-1724,East,12.912537,80.156595,23,ACSR,32.8,8,6,2,33,81.7,30.2,29.2,3,0,67.3,High,Inspect within 7 days,318
LT-0869,North,13.07457,80.185464,28,Copper,30.7,6,8,3,6,52.6,3.6,53.1,7,0,67.3,High,Inspect within 7 days,319
LT-1323,North,13.116681,80.121538,25,AAC,24.8,6,10,1,13,69.2,14.5,39.3,6,0,67.3,High,Inspect within 7 days,320
LT-0428,Central,12.849082,80.051793,32,AAC,33.2,8,8,1,8,41.4,37.1,37.1,6,1,67.1,High,Inspect within 7 days,321
LT-0573,East,12.964989,80.175796,29,AAC,30.5,5,10,1,32,35.0,18.4,38.0,3,0,67.1,High,Inspect within 7 days,322
LT-0522,South,12.700871,80.006152,24,ACSR,31.3,9,0,2,28,106.2,46.1,34.9,2,0,67.1,High,Inspect within 7 days,323
LT-1039,East,12.953646,80.240405,20,AAC,39.0,6,3,2,29,81.1,24.5,52.8,4,1,67.0,High,Inspect within 7 days,324
LT-0800,West,12.866528,79.959538,34,AAC,31.5,2,3,1,21,98.4,41.1,57.2,3,1,66.9,High,Inspect within 7 days,325
LT-0475,South,12.682285,80.003843,12,AAC,42.1,5,5,2,36,91.2,15.7,57.8,5,0,66.9,High,Inspect within 7 days,326
LT-0535,North,13.119952,80.162156,27,AAC,50.5,3,5,2,32,69.1,13.7,50.5,2,0,66.9,High,Inspect within 7 days,327
LT-0193,North,13.150034,80.205477,17,AAC,39.2,2,10,3,25,69.4,18.7,42.1,3,0,66.8,High,Inspect within 7 days,328
LT-1715,South,12.709388,80.058792,35,ACSR,40.4,2,7,2,35,60.6,3.2,24.4,4,0,66.7,High,Inspect within 7 days,329
LT-0360,West,12.942194,79.918927,5,AAC,20.7,7,9,0,31,105.9,78.5,29.6,6,0,66.7,High,Inspect within 7 days,330
LT-0006,Central,12.887947,80.036038,31,AAC,29.9,10,4,0,25,87.0,28.0,20.9,5,0,66.5,High,Inspect within 7 days,331
LT-1613,West,12.944364,80.008113,18,AAC,43.4,4,10,1,34,67.4,29.7,44.7,4,0,66.5,High,Inspect within 7 days,332
LT-1125,East,12.961283,80.213532,29,ACSR,44.3,8,10,3,12,74.2,28.3,39.3,0,0,66.5,High,Inspect within 7 days,333
LT-1192,South,12.745411,79.983227,30,Copper,30.5,4,10,2,2,110.7,53.6,59.0,1,0,66.5,High,Inspect within 7 days,334
LT-0559,West,12.952822,79.908694,13,ACSR,36.0,9,9,2,27,107.0,38.0,31.8,3,0,66.4,High,Inspect within 7 days,335
LT-1082,Central,12.951872,80.063485,30,AAC,15.0,6,4,1,32,63.2,25.6,11.0,5,0,66.3,High,Inspect within 7 days,336
LT-0221,South,12.727605,80.036097,32,ACSR,35.0,8,4,3,14,82.7,7.0,22.9,5,1,66.3,High,Inspect within 7 days,337
LT-1059,East,12.911266,80.268061,6,ACSR,39.2,7,3,1,29,99.1,86.7,59.6,4,1,66.3,High,Inspect within 7 days,338
LT-0420,Central,12.926836,80.090945,30,AAC,34.1,6,2,2,30,117.1,30.9,13.9,2,1,66.2,High,Inspect within 7 days,339
LT-0135,West,12.912589,79.927004,35,AAC,48.6,8,3,2,9,79.4,44.0,41.8,3,0,66.2,High,Inspect within 7 days,340
LT-1164,North,13.05473,80.063904,31,AAC,39.2,9,5,1,25,74.4,11.3,45.3,2,0,66.1,High,Inspect within 7 days,341
LT-0912,Central,12.909303,80.164933,30,Copper,19.7,5,9,2,17,96.2,31.8,46.1,0,0,66.0,High,Inspect within 7 days,342
LT-0390,Central,12.877006,80.125777,27,Copper,54.2,6,5,1,26,115.4,44.3,52.4,2,0,65.9,High,Inspect within 7 days,343
LT-0251,West,12.901117,79.935568,11,ACSR,23.2,8,8,2,16,73.1,5.3,84.9,5,1,65.8,High,Inspect within 7 days,344
LT-1635,Central,12.849569,80.097899,33,AAC,34.0,9,9,0,14,76.6,23.8,33.6,4,0,65.7,High,Inspect within 7 days,345
LT-0914,Central,12.934187,80.090428,25,AAC,40.7,5,3,1,36,90.9,14.2,32.0,5,0,65.7,High,Inspect within 7 days,346
LT-1363,West,12.896294,79.964048,30,ACSR,31.2,3,9,1,35,79.2,18.7,26.6,4,0,65.7,High,Inspect within 7 days,347
LT-0701,South,12.698839,80.059115,22,ACSR,25.5,9,8,1,26,56.9,30.9,26.2,5,0,65.7,High,Inspect within 7 days,348
LT-0109,North,13.085503,80.104632,17,ACSR,34.8,7,4,2,28,70.0,30.3,63.0,2,0,65.7,High,Inspect within 7 days,349
LT-0240,North,13.090634,80.101914,32,AAC,36.0,1,10,2,11,97.9,24.7,45.6,2,0,65.6,High,Inspect within 7 days,350
LT-1475,East,12.982845,80.238721,32,ACSR,20.7,7,7,0,28,74.5,35.9,28.7,2,0,65.6,High,Inspect within 7 days,351
LT-0760,East,12.930384,80.231457,26,AAC,15.0,10,5,2,23,67.2,36.8,10.0,4,0,65.6,High,Inspect within 7 days,352
LT-1621,South,12.710227,80.068773,23,ACSR,21.7,5,9,2,22,63.6,24.4,10.0,8,1,65.5,High,Inspect within 7 days,353
LT-1632,Central,12.855776,80.083856,34,AAC,37.1,4,9,1,28,63.1,7.3,55.3,0,0,65.4,High,Inspect within 7 days,354
LT-1049,Central,12.913805,80.086637,14,ACSR,25.1,9,5,1,21,117.5,56.1,34.5,4,0,65.4,High,Inspect within 7 days,355
LT-0029,North,13.122451,80.231132,8,AAC,50.6,6,9,1,20,53.6,69.4,32.9,8,1,65.4,High,Inspect within 7 days,356
LT-1028,South,12.733467,80.009667,29,ACSR,35.7,2,5,1,33,90.9,9.8,67.3,1,1,65.4,High,Inspect within 7 days,357
LT-1762,North,13.08044,80.092396,31,ACSR,50.2,4,4,2,30,87.1,11.9,39.6,3,0,65.4,High,Inspect within 7 days,358
LT-1105,North,13.10215,80.147449,17,AAC,29.5,4,0,2,22,108.5,51.4,59.6,3,0,65.2,High,Inspect within 7 days,359
LT-0128,North,13.009724,80.123244,22,AAC,23.9,7,7,0,28,72.6,28.5,63.6,2,0,65.2,High,Inspect within 7 days,360
LT-0532,West,12.973985,79.914554,34,Copper,25.8,9,10,0,32,55.3,21.3,37.2,1,1,65.1,High,Inspect within 7 days,361
LT-1492,Central,12.940532,80.079895,16,AAC,28.9,3,7,2,25,78.8,35.0,60.6,2,0,65.0,High,Inspect within 7 days,362
LT-0230,North,13.086943,80.148471,21,AAC,40.3,3,10,0,36,107.6,37.3,28.7,3,0,64.9,High,Inspect within 7 days,363
LT-1330,North,13.039339,80.167912,33,AAC,15.0,6,10,2,3,72.6,17.9,48.2,1,0,64.8,High,Inspect within 7 days,364
LT-0148,East,12.951669,80.228283,12,Copper,41.8,9,9,3,12,56.7,27.8,51.8,8,1,64.7,High,Inspect within 7 days,365
LT-0899,South,12.699493,80.106422,21,AAC,52.6,8,2,3,30,64.2,21.1,40.3,3,1,64.7,High,Inspect within 7 days,366
LT-1772,West,12.886088,79.94843,25,Copper,15.0,7,6,2,30,67.9,32.7,40.9,3,0,64.7,High,Inspect within 7 days,367
LT-1541,Central,12.907868,80.160914,11,ACSR,37.3,3,0,5,36,84.8,2.3,59.0,3,0,64.7,High,Inspect within 7 days,368
LT-0190,South,12.693674,79.961663,30,ACSR,53.4,5,6,2,4,71.3,16.3,74.2,5,0,64.6,High,Inspect within 7 days,369
LT-1241,Central,12.991586,80.109616,26,AAC,39.3,6,7,1,29,40.0,8.1,46.6,3,0,64.5,High,Inspect within 7 days,370
LT-0454,North,13.107664,80.172656,28,ACSR,37.6,4,0,0,19,87.4,30.5,81.0,4,0,64.5,High,Inspect within 7 days,371
LT-1616,South,12.668298,80.004881,33,Copper,42.3,7,7,2,21,81.4,34.5,24.0,4,0,64.3,High,Inspect within 7 days,372
LT-0224,Central,12.915972,80.093129,23,AAC,25.0,5,10,1,36,86.9,25.3,10.0,3,0,64.3,High,Inspect within 7 days,373
LT-1243,South,12.708306,80.005087,31,Copper,54.7,9,3,0,29,91.5,9.0,50.4,6,0,64.3,High,Inspect within 7 days,374
LT-1494,West,12.980228,79.944672,32,ACSR,36.3,5,9,1,12,74.4,47.7,28.9,4,0,64.3,High,Inspect within 7 days,375
LT-0639,West,12.899406,79.90049,26,AAC,33.1,5,1,2,9,100.3,35.8,86.6,2,1,64.3,High,Inspect within 7 days,376
LT-0879,West,12.98226,79.959676,29,ACSR,29.8,10,9,0,20,61.3,34.7,49.5,0,1,64.1,High,Inspect within 7 days,377
LT-0621,West,12.915534,79.941782,32,Copper,56.9,1,3,1,32,85.7,43.1,68.0,3,0,63.9,High,Inspect within 7 days,378
LT-1440,Central,12.864438,80.067986,7,AAC,22.0,10,8,1,36,68.1,43.7,32.6,4,0,63.9,High,Inspect within 7 days,379
LT-1655,Central,12.839214,80.105908,12,AAC,42.8,8,6,3,24,71.1,44.8,49.2,2,1,63.9,High,Inspect within 7 days,380
LT-0766,North,13.072517,80.107652,29,ACSR,30.2,6,9,1,3,95.5,76.2,25.2,3,0,63.9,High,Inspect within 7 days,381
LT-1506,East,12.941568,80.175827,15,ACSR,41.9,6,8,2,36,71.2,19.3,62.7,1,0,63.7,High,Inspect within 7 days,382
